City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
590,Ahuimanu,US,2022-02-07 00:23:24,21.4447,-157.8378,83.91,65,75,7.0
591,Pau Brasil,BR,2022-02-07 00:24:24,-15.4642,-39.6511,70.99,97,95,2.19
592,Taylor,US,2022-02-07 00:24:25,32.3001,-99.8337,51.53,52,0,4.0
593,Mwinilunga,ZM,2022-02-07 00:24:25,-11.7358,24.4293,62.6,98,98,3.71
594,Alice Springs,AU,2022-02-07 00:23:28,-23.7,133.8833,80.15,32,0,6.91
595,Domoni,KM,2022-02-07 00:24:25,-12.2569,44.5319,78.82,86,58,5.7
596,Ola,RU,2022-02-07 00:24:26,59.5833,151.2833,3.15,73,67,9.28
597,Bitung,ID,2022-02-07 00:24:26,1.4451,125.1824,81.45,80,99,10.58
598,Honiara,SB,2022-02-07 00:24:26,-9.4333,159.95,85.08,74,100,7.34
599,Yakeshi,CN,2022-02-07 00:24:27,49.2833,120.7333,-10.34,99,100,2.55
600,Nantucket,US,2022-02-07 00:24:27,41.2835,-70.0995,31.14,67,0,5.75
601,Basco,PH,2022-02-07 00:24:27,20.4487,121.9702,73.09,73,100,25.59
602,Mayor Pablo Lagerenza,PY,2022-02-07 00:24:28,-19.9309,-60.7718,85.37,28,50,7.87
603,Vung Tau,VN,2022-02-07 00:24:28,10.346,107.0843,77.25,73,97,4.09
604,Port Hawkesbury,CA,2022-02-07 00:24:28,45.6169,-61.3485,14.59,85,100,5.75
605,Bullhead City,US,2022-02-07 00:24:29,35.1478,-114.5683,72.21,13,0,26.46
606,Bardiyah,LY,2022-02-07 00:24:29,31.7561,25.0865,57.42,60,58,7.2
607,Uchiza,PE,2022-02-07 00:24:29,-8.4592,-76.4633,72.66,94,99,2.44
608,Wanning,CN,2022-02-07 00:24:30,18.8003,110.3967,71.33,92,93,5.44
609,Kontagora,NG,2022-02-07 00:24:30,10.3999,5.4695,75.29,19,0,7.02
610,Santa Isabel,BR,2022-02-07 00:24:30,-23.3156,-46.2214,75.36,96,100,2.33
611,Aksu,CN,2022-02-07 00:24:31,41.1231,80.2644,20.84,49,100,2.71
612,Burns Lake,CA,2022-02-07 00:24:31,54.2331,-125.7533,42.22,94,78,4.47
613,Buchanan,LR,2022-02-07 00:24:31,5.8808,-10.0467,79.54,84,43,5.53
614,Auki,SB,2022-02-07 00:24:32,-8.7676,160.7034,83.75,80,99,10.58
615,Tabora,TZ,2022-02-07 00:24:32,-5.0167,32.8,65.05,92,100,3.96
616,Rockhampton,AU,2022-02-07 00:24:32,-23.3833,150.5,80.49,50,20,12.66
617,Guane,CU,2022-02-07 00:24:33,22.2025,-84.0875,71.35,75,1,1.39
618,Ucluelet,CA,2022-02-07 00:20:59,48.9329,-125.5528,47.08,90,78,1.99
619,Kidal,ML,2022-02-07 00:24:33,18.4411,1.4078,64.2,13,0,10.31
620,Northport,US,2022-02-07 00:24:33,33.229,-87.5772,47.97,65,0,0.0
621,Saint-Leu,RE,2022-02-07 00:24:34,-21.15,55.2833,76.06,76,100,2.98
622,Urumqi,CN,2022-02-07 00:24:34,43.801,87.6005,7.75,67,9,6.71
623,Aktash,RU,2022-02-07 00:24:34,50.3,87.7333,-15.66,58,0,5.03
624,Manokwari,ID,2022-02-07 00:24:35,-0.8667,134.0833,81.54,68,100,2.42
625,Taltal,CL,2022-02-07 00:24:35,-25.4,-70.4833,67.59,73,22,3.51
626,Asau,RO,2022-02-07 00:21:29,46.4333,26.4,35.96,64,100,6.13
627,Morant Bay,JM,2022-02-07 00:24:36,17.8815,-76.4093,76.62,78,4,7.05
628,Mugur-Aksy,RU,2022-02-07 00:24:36,50.35,90.5,-7.42,46,0,7.11
629,Chimbote,PE,2022-02-07 00:24:36,-9.0853,-78.5783,71.56,76,98,7.7
630,Raudeberg,NO,2022-02-07 00:24:37,61.9875,5.1352,38.19,90,90,5.99
631,Chapais,CA,2022-02-07 00:22:46,49.7834,-74.8492,4.78,95,100,6.89
632,Hella,NO,2022-02-07 00:24:37,67.2,14.4333,28.54,70,0,11.5
633,Luanda,AO,2022-02-07 00:21:23,-8.8368,13.2343,74.23,86,99,6.6
634,Vanavara,RU,2022-02-07 00:24:37,60.34,102.2797,-15.7,100,98,0.87
635,Tutoia,BR,2022-02-07 00:24:38,-2.7619,-42.2744,84.18,83,24,11.61
636,Zapolyarnyy,RU,2022-02-07 00:25:38,69.4154,30.8136,18.68,96,31,6.91
637,Natal,BR,2022-02-07 00:23:03,-5.795,-35.2094,81.25,78,20,10.36
638,Gornopravdinsk,RU,2022-02-07 00:25:39,60.05,69.9,9.63,94,100,8.16
639,Atambua,ID,2022-02-07 00:25:39,-9.1061,124.8925,79.59,77,42,2.04
640,Saint Marys,US,2022-02-07 00:25:39,30.7305,-81.5465,51.82,96,100,11.01
641,Boa Vista,BR,2022-02-07 00:23:50,2.8197,-60.6733,84.18,61,75,5.75
642,Kintinku,TZ,2022-02-07 00:25:40,-5.8833,35.2333,66.7,97,100,4.59
643,Asfi,MA,2022-02-07 00:25:40,32.2994,-9.2372,56.57,78,19,13.11
644,Inhambane,MZ,2022-02-07 00:25:40,-23.865,35.3833,75.94,85,41,13.4
645,Smithers,CA,2022-02-07 00:25:40,54.7804,-127.1743,37.72,75,75,5.75
646,Garden City,US,2022-02-07 00:25:41,42.3256,-83.331,28.42,69,20,1.01
647,Khandyga,RU,2022-02-07 00:25:41,62.6667,135.6,-38.34,98,100,1.92
648,Syedove,UA,2022-02-07 00:25:41,47.0768,38.156,32.0,79,98,8.23
649,Bonavista,CA,2022-02-07 00:22:38,48.6499,-53.1147,14.11,64,97,21.25
650,Bloomfield,US,2022-02-07 00:24:02,40.8068,-74.1854,30.2,73,0,1.01
651,Thinadhoo,MV,2022-02-07 00:25:42,0.5333,72.9333,82.26,65,81,10.92
652,Goure,NE,2022-02-07 00:25:42,13.9835,10.2704,65.01,13,0,9.26
653,Silver City,US,2022-02-07 00:25:43,32.7701,-108.2803,49.91,26,100,7.0
654,Jiamusi,CN,2022-02-07 00:25:43,46.8333,130.35,-0.08,90,72,6.58
655,Madras,IN,2022-02-07 00:25:09,13.0878,80.2785,78.96,76,20,3.44
656,Asmara,ER,2022-02-07 00:25:43,15.3333,38.9333,48.29,76,20,3.53
657,Blagoyevo,RU,2022-02-07 00:25:44,63.3667,47.9167,16.7,95,100,6.8
658,Mykolayivka,UA,2022-02-07 00:25:44,47.5414,30.7561,33.28,77,79,9.93
659,Narok,KE,2022-02-07 00:25:44,-1.0783,35.8601,58.21,72,100,3.4
660,Manaure,CO,2022-02-07 00:25:45,11.7751,-72.4445,78.91,73,13,18.68
661,Vytegra,RU,2022-02-07 00:25:45,61.0064,36.4481,14.54,93,80,11.81
662,Stromness,GB,2022-02-07 00:25:45,58.965,-3.296,37.65,55,46,30.78
663,Mujiayingzi,CN,2022-02-07 00:25:45,42.1167,118.7833,8.8,74,2,6.64
664,Atar,MR,2022-02-07 00:25:46,20.5169,-13.0499,71.51,11,1,5.03
665,Tabou,CI,2022-02-07 00:25:46,4.423,-7.3528,79.23,82,88,7.47
666,Jasper,US,2022-02-07 00:25:46,37.2001,-94.3502,38.64,60,0,1.01
667,Adony,HU,2022-02-07 00:25:47,47.1194,18.8649,45.46,74,100,14.05
668,Springfield,US,2022-02-07 00:22:00,37.2153,-93.2982,39.06,62,0,5.75
669,Mareeba,AU,2022-02-07 00:25:47,-17.0,145.4333,81.66,79,74,4.09
670,Bagotville,AU,2022-02-07 00:21:55,-28.9833,153.4167,70.79,80,82,14.12
671,Wanaka,NZ,2022-02-07 00:25:48,-44.7,169.15,61.16,60,100,3.2
672,Dibulla,CO,2022-02-07 00:25:48,11.2725,-73.3091,78.82,87,30,4.34
673,Poum,NC,2022-02-07 00:25:48,-20.2333,164.0167,81.93,83,92,19.39
674,Havre,FR,2022-02-07 00:25:49,49.5833,0.3333,46.8,71,20,19.57
675,Dzheyrakh,RU,2022-02-07 00:25:49,42.8228,44.6756,22.19,82,86,1.61
676,Shakhtinsk,KZ,2022-02-07 00:25:49,49.71,72.5872,14.56,82,76,8.57
677,Comodoro Rivadavia,AR,2022-02-07 00:21:28,-45.8667,-67.5,69.66,43,0,3.44
678,Narrabri,AU,2022-02-07 00:25:50,-30.3167,149.7833,75.52,41,0,14.97
679,Lakes Entrance,AU,2022-02-07 00:25:50,-37.8811,147.981,70.57,63,36,6.51
680,Olbia,IT,2022-02-07 00:25:50,40.9214,9.4856,50.05,76,0,20.71
681,Margate,GB,2022-02-07 00:25:51,51.3813,1.3862,43.75,67,47,11.01
682,Sakata,JP,2022-02-07 00:25:51,38.9167,139.855,33.98,64,75,19.57
683,Kaeo,NZ,2022-02-07 00:25:51,-35.1,173.7833,76.32,98,100,5.77
684,Zorritos,PE,2022-02-07 00:25:52,-3.6805,-80.6782,79.09,79,65,9.35
685,Kouango,CF,2022-02-07 00:26:52,4.9934,19.9619,74.59,25,21,3.49
686,Arawa,PG,2022-02-07 00:26:52,-6.2132,155.5367,87.22,63,100,5.61
687,Sinnamary,GF,2022-02-07 00:26:53,5.3833,-52.95,77.85,87,100,9.08
688,Yermolayevo,RU,2022-02-07 00:26:53,52.7167,55.8,15.44,97,100,3.4
689,Ponta Delgada,PT,2022-02-07 00:26:53,37.7333,-25.6667,60.49,94,75,8.05
690,Jiexiu,CN,2022-02-07 00:26:54,37.0244,111.9125,25.88,74,100,1.45
691,Kroonstad,ZA,2022-02-07 00:26:54,-27.6504,27.2349,62.76,71,95,8.72
692,Bayan,CN,2022-02-07 00:26:54,46.0833,127.4,-5.3,99,95,2.86
693,Warsaw,PL,2022-02-07 00:26:55,52.2298,21.0118,40.78,92,75,4.0
